"height","validator","percentage"
500538,"meow",0.758568
500538,"#decentralizehk",0.156951
500538,"Oldcat",0.097561
500538,"pathrocknetwork",0.107663
500538,"0% fee - EZStaking.io 100% Slash Protected",0.826774
500538,"0% fees | Validator.run",0.142740
500538,"🇩🇪 Perseverance 🔭👨‍",0.000066
500538,"Simply Staking",0.302432
500538,"Consensus One",0.455037
500538,"Cosmostation",7.922930
500538,"Secure Secrets",0.231347
500538,"SOLAR Validator",0.113651
500538,"commercio.network",0.124812
500538,"Highlander-Nodes",0.324733
500538,"天照☀",0.246237
500538,"Cosmic Validator",0.608373
500538,"kytzu",0.131200
500538,"Lavender.five Nodes",1.194347
500538,"Wave",0.108843
500538,"Klub Staking",0.306947
500538,"studentmtk",0.000026
500538,"Cat Boss",0.197704
500538,"notional-validator",0.690659
500538,"chainvibes",0.230933
500538,"kingnodes",1.738917
500538,"NosNode🔆️",0.437993
500538,"[ block pane ]",0.269889
500538,"Wetez",0.158459
500538,"KingSuper",0.117546
500538,"dimi 🦙",1.407735
500538,"stakefish",3.758685
500538,"Chainflow",0.145190
500538,"tor",0.000029
500538,"blockscape",0.818602
500538,"Sentinel",6.326704
500538,"strangelove-ventures",1.178654
500538,"cyberG",0.148422
500538,"STAKECRAFT",0.075960
500538,"Ping",0.214002
500538,"Provalidator",1.565796
500538,"ITA Stakers",0.880032
500538,"Komikuri",0.011112
500538,"0base.vc",7.782422
500538,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.774677
500538,"Agaram.ai",0.056845
500538,"Fist of the North Star",0.130280
500538,"Chorus One",1.430679
500538,"BasBlock",0.341104
500538,"Validating Chaos",0.516023
500538,"ChainLayer",0.940036
500538,"Centurion",0.050410
500538,"cloverstaking",0.000402
500538,"Chandrodaya",0.060737
500538,"Stakely.io",0.347665
500538,"Figment",3.510901
500538,"Martian Forest",0.000034
500538,"StakeWithUs",0.063207
500538,"HashQuark",0.446468
500538,"POSTHUMAN ✵ DVS",0.285487
500538,"BouBouNode",2.124241
500538,"KalpaTech",0.952679
500538,"qf3l3k",0.000414
500538,"SpacePotato",0.729061
500538,"Messi",0.059399
500538,"RHINO",0.231803
500538,"Witval",0.200526
500538,"Chill Validation",0.457604
500538,"milkstake",0.563355
500538,"🇫🇷 Crypto.bzh",0.000006
500538,"AUDIT.one",0.219898
500538,"0% FEES | Zoomer Labs",0.000297
500538,"stake.systems",0.120311
500538,"OmniFlix Network",1.177346
500538,"OranG3cluB",0.117308
500538,"windpowerstake",0.000153
500538,"needlecast",0.354568
500538,"deus labs",1.035075
500538,"0% fee - Imperator.co",2.747971
500538,"elsehow",0.484337
500538,"FreshJUNO",0.983334
500538,"01node",0.748430
500538,"Citadel.one",2.793675
500538,"Bi23 Labs",0.710406
500538,"StakeLab",0.228021
502338,"0% fee | Stakewolle.com",0.101821
502338,"SmartNodes",2.176336
502338,"STC Capital",0.338164
502338,"Ubik Capital",0.202012
502338,"Bro_n_Bro",0.575556
502338,"WeStaking",1.252132
502338,"SolidStake",0.030840
502338,"Cros-nest",0.613505
502338,"Cypher Core",0.200336
502338,"CommunityStaking",0.401878
502338,"Inotel",1.269076
502338,"0% fees 🚀 | BlueStake",2.991937
502338,"LOACOM",0.000053
502338,"Crab Shack (ben2x4)",0.935920
502338,"Artifact",0.313705
502338,"Stakecito",1.380596
502338,"Regenerator | Green Validator 🌱",0.247062
502338,"Swiss Staking",3.622504
502338,"StarCluster",0.089165
502338,"Invicta Stake",0.160050
502338,"NodesGuru",0.167437
502338,"syncnode",0.128461
502338,"Disperze",3.353653
502338,"SG-1",8.675651
502338,"Cephalopod Equipment Corp",2.276034
502338,"Stakin",0.493389
502338,"jabbey",0.189951
502338,"Stakers",0.160994
502338,"meow",0.773519
502338,"#decentralizehk",0.160044
502338,"Oldcat",0.099484
502338,"pathrocknetwork",0.109786
502338,"0% fee - EZStaking.io 100% Slash Protected",0.846729
502338,"0% fees | Validator.run",0.145554
502338,"🇩🇪 Perseverance 🔭👨‍",0.000067
502338,"Simply Staking",0.308392
502338,"Consensus One",0.464101
502338,"Cosmostation",8.080255
502338,"Secure Secrets",0.235916
502338,"SOLAR Validator",0.115891
502338,"commercio.network",0.127272
502338,"Highlander-Nodes",0.332813
502338,"天照☀",0.251095
502338,"Cosmic Validator",0.620363
502338,"kytzu",0.133786
502338,"Lavender.five Nodes",1.217893
502338,"Wave",0.110988
502338,"Klub Staking",0.313049
502338,"studentmtk",0.000027
502338,"Cat Boss",0.201618
502338,"notional-validator",0.704271
502338,"chainvibes",0.235484
502338,"kingnodes",1.774701
502338,"NosNode🔆️",0.446639
502338,"[ block pane ]",0.275209
502338,"Wetez",0.161582
502338,"KingSuper",0.119863
502338,"dimi 🦙",1.435482
502338,"stakefish",3.834668
502338,"Chainflow",0.148052
502338,"tor",0.000030
502338,"blockscape",0.834736
502338,"Sentinel",6.459802
502338,"strangelove-ventures",1.201896
502338,"cyberG",0.151347
502338,"STAKECRAFT",0.077457
502338,"Ping",0.218220
502338,"Provalidator",1.596007
502338,"ITA Stakers",0.897377
502338,"Komikuri",0.011363
502338,"0base.vc",7.937455
502338,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.789952
502338,"Agaram.ai",0.058204
502338,"Fist of the North Star",0.132848
502338,"Chorus One",1.458876
502338,"BasBlock",0.347827
502338,"Validating Chaos",0.496489
502338,"ChainLayer",0.958564
502338,"Centurion",0.051404
502338,"cloverstaking",0.000410
502338,"Chandrodaya",0.061934
502338,"Stakely.io",0.354557
502338,"Figment",3.580099
502338,"Martian Forest",0.000034
502338,"StakeWithUs",0.064452
502338,"HashQuark",0.455268
502338,"POSTHUMAN ✵ DVS",0.291124
502338,"KalpaTech",0.971456
502338,"qf3l3k",0.001029
502338,"SpacePotato",0.743431
502338,"Messi",0.060569
502338,"RHINO",0.236371
502338,"Witval",0.204479
502338,"Chill Validation",0.467071
502338,"web34ever",0.163633
502338,"milkstake",0.574459
502338,"🇫🇷 Crypto.bzh",0.000006
502338,"AUDIT.one",0.224232
502338,"0% FEES | Zoomer Labs",0.000303
502338,"stake.systems",0.122682
502338,"OmniFlix Network",1.205116
502338,"OranG3cluB",0.119620
502338,"windpowerstake",0.000156
502338,"needlecast",0.361557
502338,"deus labs",1.055476
502338,"0% fee - Imperator.co",2.802443
502338,"elsehow",0.493883
502338,"FreshJUNO",1.002715
502338,"01node",0.763336
502338,"Citadel.one",2.848508
502338,"Bi23 Labs",0.724408
502338,"StakeLab",0.232518
504138,"0% fee | Stakewolle.com",0.104804
504138,"SmartNodes",2.175853
504138,"STC Capital",0.338097
504138,"Ubik Capital",0.201963
504138,"Bro_n_Bro",0.575525
504138,"WeStaking",1.251846
504138,"SolidStake",0.030832
504138,"Cros-nest",0.643128
504138,"Cypher Core",0.200287
504138,"CommunityStaking",0.401780
504138,"Inotel",1.268770
504138,"0% fees 🚀 | BlueStake",2.991531
504138,"LOACOM",0.000053
504138,"Crab Shack (ben2x4)",0.935693
504138,"Artifact",0.313629
504138,"Stakecito",1.381939
504138,"Regenerator | Green Validator 🌱",0.247016
504138,"Swiss Staking",3.621649
504138,"StarCluster",0.089143
504138,"Invicta Stake",0.160012
504138,"NodesGuru",0.167396
504138,"syncnode",0.128430
504138,"Disperze",3.353683
504138,"SG-1",8.686849
504138,"Cephalopod Equipment Corp",2.275592
504138,"Stakin",0.493269
504138,"jabbey",0.189913
504138,"Stakers",0.160955
504138,"meow",0.773331
504138,"#decentralizehk",0.160005
504138,"Oldcat",0.099459
504138,"pathrocknetwork",0.109759
504138,"0% fee - EZStaking.io 100% Slash Protected",0.847193
504138,"0% fees | Validator.run",0.145518
504138,"🇩🇪 Perseverance 🔭👨‍",0.000067
504138,"Simply Staking",0.308317
504138,"Consensus One",0.463989
504138,"Cosmostation",8.078875
504138,"Secure Secrets",0.235859
504138,"SOLAR Validator",0.115863
504138,"commercio.network",0.127241
504138,"Highlander-Nodes",0.332755
504138,"天照☀",0.251047
504138,"Cosmic Validator",0.620213
504138,"kytzu",0.133754
504138,"Lavender.five Nodes",1.217597
504138,"Wave",0.110961
504138,"Klub Staking",0.312973
504138,"studentmtk",0.000027
504138,"Cat Boss",0.201569
504138,"notional-validator",0.721925
504138,"chainvibes",0.235427
504138,"kingnodes",1.774270
504138,"NosNode🔆️",0.446659
504138,"[ block pane ]",0.275142
504138,"Wetez",0.161543
504138,"KingSuper",0.119834
504138,"dimi 🦙",1.435133
504138,"stakefish",3.843349
504138,"Chainflow",0.148016
504138,"tor",0.000030
504138,"blockscape",0.834533
504138,"Sentinel",6.474049
504138,"strangelove-ventures",1.201604
504138,"cyberG",0.151310
504138,"STAKECRAFT",0.077438
504138,"Ping",0.218167
504138,"Provalidator",1.912267
504138,"ITA Stakers",0.897159
504138,"Komikuri",0.011361
504138,"0base.vc",7.574196
504138,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.789760
504138,"Agaram.ai",0.058190
504138,"Fist of the North Star",0.132816
504138,"Chorus One",1.458523
504138,"BasBlock",0.347742
504138,"Validating Chaos",0.496368
504138,"ChainLayer",0.958331
504138,"Centurion",0.051391
504138,"cloverstaking",0.000410
504138,"Chandrodaya",0.061925
504138,"Stakely.io",0.354471
504138,"Figment",3.579229
504138,"Martian Forest",0.000034
504138,"StakeWithUs",0.064437
504138,"HashQuark",0.455157
504138,"POSTHUMAN ✵ DVS",0.291297
504138,"KalpaTech",0.971221
504138,"qf3l3k",0.001029
504138,"SpacePotato",0.743250
504138,"Messi",0.060555
504138,"RHINO",0.236314
504138,"Witval",0.204429
504138,"Chill Validation",0.466958
504138,"web34ever",0.163593
504138,"milkstake",0.574319
504138,"🇫🇷 Crypto.bzh",0.000006
504138,"AUDIT.one",0.224178
504138,"0% FEES | Zoomer Labs",0.000303
504138,"stake.systems",0.122654
504138,"OmniFlix Network",1.204847
504138,"OranG3cluB",0.119591
504138,"windpowerstake",0.000156
504138,"needlecast",0.361469
504138,"deus labs",1.055220
504138,"0% fee - Imperator.co",2.789823
504138,"elsehow",0.493763
504138,"FreshJUNO",1.002471
504138,"01node",0.763150
504138,"Citadel.one",2.847640
504138,"Bi23 Labs",0.711082
504138,"StakeLab",0.232477
505938,"0% fee | Stakewolle.com",0.104818
505938,"SmartNodes",2.175872
505938,"STC Capital",0.338123
505938,"Ubik Capital",0.201945
505938,"Bro_n_Bro",0.576014
505938,"WeStaking",1.251737
505938,"SolidStake",0.030829
505938,"Cros-nest",0.643071
505938,"Cypher Core",0.200270
505938,"CommunityStaking",0.401812
505938,"Inotel",1.268659
505938,"0% fees 🚀 | BlueStake",2.991269
505938,"LOACOM",0.000053
505938,"Crab Shack (ben2x4)",0.935611
505938,"Artifact",0.314150
505938,"Stakecito",1.381846
505938,"Regenerator | Green Validator 🌱",0.246994
505938,"Swiss Staking",3.622584
505938,"StarCluster",0.089135
505938,"Invicta Stake",0.159998
505938,"NodesGuru",0.167382
505938,"syncnode",0.128418
505938,"Disperze",3.353538
505938,"SG-1",8.684689
505938,"Cephalopod Equipment Corp",2.275394
505938,"Stakin",0.493226
505938,"jabbey",0.189904
505938,"Stakers",0.160941
505938,"meow",0.773263
505938,"#decentralizehk",0.160080
505938,"Oldcat",0.099451
505938,"pathrocknetwork",0.109749
505938,"0% fee - EZStaking.io 100% Slash Protected",0.846619
505938,"0% fees | Validator.run",0.145505
505938,"Simply Staking",0.308290
505938,"Consensus One",0.463948
505938,"Cosmostation",8.081474
505938,"Secure Secrets",0.236310
505938,"SOLAR Validator",0.115853
505938,"commercio.network",0.127230
505938,"Highlander-Nodes",0.332838
505938,"天照☀",0.251025
505938,"Cosmic Validator",0.620158
505938,"kytzu",0.133742
505938,"Lavender.five Nodes",1.217491
505938,"Wave",0.110951
505938,"Klub Staking",0.313017
505938,"studentmtk",0.000027
505938,"Cat Boss",0.201552
505938,"notional-validator",0.721862
505938,"chainvibes",0.235407
505938,"kingnodes",1.774615
505938,"NosNode🔆️",0.446542
505938,"[ block pane ]",0.275118
505938,"Wetez",0.161529
505938,"KingSuper",0.119823
505938,"dimi 🦙",1.435008
505938,"stakefish",3.843013
505938,"Chainflow",0.148003
505938,"tor",0.000030
505938,"blockscape",0.834460
505938,"Sentinel",6.474396
505938,"strangelove-ventures",1.201500
505938,"cyberG",0.151297
505938,"STAKECRAFT",0.077432
505938,"Ping",0.218148
505938,"Provalidator",1.911789
505938,"ITA Stakers",0.897080
505938,"Komikuri",0.011360
505938,"0base.vc",7.574334
505938,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.789745
505938,"Agaram.ai",0.058185
505938,"Fist of the North Star",0.132804
505938,"Chorus One",1.458395
505938,"BasBlock",0.347712
505938,"Validating Chaos",0.497173
505938,"ChainLayer",0.958497
505938,"Centurion",0.051387
505938,"cloverstaking",0.000410
505938,"Chandrodaya",0.061920
505938,"Stakely.io",0.355248
505938,"Figment",3.578917
505938,"Martian Forest",0.000034
505938,"StakeWithUs",0.064431
505938,"HashQuark",0.455117
505938,"POSTHUMAN ✵ DVS",0.290836
505938,"Cryptography🔐",0.000019
505938,"KalpaTech",0.971136
505938,"qf3l3k",0.001028
505938,"SpacePotato",0.743218
505938,"Messi",0.060549
505938,"RHINO",0.236366
505938,"Witval",0.204411
505938,"Chill Validation",0.466917
505938,"web34ever",0.163579
505938,"milkstake",0.574269
505938,"🇫🇷 Crypto.bzh",0.000006
505938,"AUDIT.one",0.224158
505938,"0% FEES | Zoomer Labs",0.000303
505938,"stake.systems",0.122644
505938,"OmniFlix Network",1.204745
505938,"OranG3cluB",0.119581
505938,"windpowerstake",0.000156
505938,"needlecast",0.361437
505938,"deus labs",1.055128
505938,"0% fee - Imperator.co",2.789878
505938,"elsehow",0.493720
505938,"FreshJUNO",1.002384
505938,"01node",0.763084
505938,"Citadel.one",2.847394
505938,"Bi23 Labs",0.711020
505938,"StakeLab",0.232456
507738,"0% fee | Stakewolle.com",0.105696
507738,"SmartNodes",2.176065
507738,"STC Capital",0.338080
507738,"Ubik Capital",0.201920
507738,"Bro_n_Bro",0.575955
507738,"WeStaking",1.251750
507738,"SolidStake",0.030825
507738,"Cros-nest",0.643584
507738,"Cypher Core",0.200244
507738,"CommunityStaking",0.401761
507738,"Inotel",1.268498
507738,"0% fees 🚀 | BlueStake",2.992395
507738,"LOACOM",0.000053
507738,"Crab Shack (ben2x4)",0.935492
507738,"Artifact",0.314110
507738,"Stakecito",1.304531
507738,"Regenerator | Green Validator 🌱",0.246963
507738,"Swiss Staking",3.623751
507738,"StarCluster",0.089124
507738,"Invicta Stake",0.159977
507738,"NodesGuru",0.167361
507738,"syncnode",0.128402
507738,"Disperze",3.354025
507738,"SG-1",8.683959
507738,"Cephalopod Equipment Corp",2.275105
507738,"Stakin",0.493164
507738,"jabbey",0.189880
507738,"Stakers",0.160920
507738,"meow",0.773165
507738,"#decentralizehk",0.160060
507738,"Oldcat",0.099438
507738,"pathrocknetwork",0.109736
507738,"0% fee - EZStaking.io 100% Slash Protected",0.846733
507738,"0% fees | Validator.run",0.145487
507738,"Simply Staking",0.308251
507738,"Consensus One",0.463889
507738,"Cosmostation",8.080835
507738,"Secure Secrets",0.236280
507738,"SOLAR Validator",0.115838
507738,"commercio.network",0.127214
507738,"Highlander-Nodes",0.333149
507738,"天照☀",0.250994
507738,"Cosmic Validator",0.620080
507738,"kytzu",0.133725
507738,"Lavender.five Nodes",1.217336
507738,"Wave",0.110937
507738,"Klub Staking",0.312977
507738,"studentmtk",0.000027
507738,"Cat Boss",0.201526
507738,"notional-validator",0.674247
507738,"chainvibes",0.235377
507738,"kingnodes",1.774390
507738,"NosNode🔆️",0.446486
507738,"[ block pane ]",0.275083
507738,"Wetez",0.161508
507738,"KingSuper",0.119808
507738,"dimi 🦙",1.434826
507738,"stakefish",3.843120
507738,"Chainflow",0.147984
507738,"tor",0.000030
507738,"blockscape",0.834354
507738,"Sentinel",6.613445
507738,"strangelove-ventures",1.189467
507738,"cyberG",0.151278
507738,"STAKECRAFT",0.077422
507738,"Ping",0.218120
507738,"Provalidator",1.911560
507738,"ITA Stakers",0.896966
507738,"Komikuri",0.011358
507738,"0base.vc",7.577665
507738,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.790176
507738,"Agaram.ai",0.058177
507738,"Fist of the North Star",0.132787
507738,"Chorus One",1.458210
507738,"BasBlock",0.347668
507738,"Validating Chaos",0.497118
507738,"ChainLayer",0.958376
507738,"Centurion",0.051380
507738,"cloverstaking",0.000410
507738,"Chandrodaya",0.061912
507738,"Stakely.io",0.355217
507738,"Figment",3.578463
507738,"Martian Forest",0.000034
507738,"StakeWithUs",0.064423
507738,"HashQuark",0.455060
507738,"POSTHUMAN ✵ DVS",0.290806
507738,"Cryptography🔐",0.000019
507738,"KalpaTech",0.971013
507738,"qf3l3k",0.001028
507738,"SpacePotato",0.743123
507738,"Messi",0.060542
507738,"RHINO",0.236336
507738,"Witval",0.204385
507738,"Chill Validation",0.466911
507738,"web34ever",0.163558
507738,"milkstake",0.574196
507738,"🇫🇷 Crypto.bzh",0.000006
507738,"AUDIT.one",0.224130
507738,"0% FEES | Zoomer Labs",0.000303
507738,"stake.systems",0.122628
507738,"OmniFlix Network",1.204644
507738,"OranG3cluB",0.119566
507738,"windpowerstake",0.000156
507738,"needlecast",0.361391
507738,"deus labs",1.054994
507738,"0% fee - Imperator.co",2.789836
507738,"elsehow",0.493658
507738,"FreshJUNO",1.002256
507738,"01node",0.763063
507738,"Citadel.one",2.842919
507738,"Bi23 Labs",0.710930
507738,"StakeLab",0.232427
509538,"0% fee | Stakewolle.com",0.105685
509538,"SmartNodes",2.175749
509538,"STC Capital",0.338054
509538,"Ubik Capital",0.201889
509538,"Bro_n_Bro",0.575875
509538,"WeStaking",1.251621
509538,"SolidStake",0.030821
509538,"Cros-nest",0.643487
509538,"Cypher Core",0.200214
509538,"CommunityStaking",0.402016
509538,"Inotel",1.268308
509538,"0% fees 🚀 | BlueStake",2.997700
509538,"LOACOM",0.000053
509538,"Crab Shack (ben2x4)",0.935359
509538,"Artifact",0.314063
509538,"Stakecito",1.304541
509538,"Regenerator | Green Validator 🌱",0.246926
509538,"Swiss Staking",3.623206
509538,"StarCluster",0.089111
509538,"Invicta Stake",0.159971
509538,"NodesGuru",0.167335
509538,"syncnode",0.128383
509538,"Disperze",3.353940
509538,"SG-1",8.683599
509538,"Cephalopod Equipment Corp",2.274790
509538,"Stakin",0.493149
509538,"jabbey",0.189852
509538,"Stakers",0.160918
509538,"meow",0.773049
509538,"#decentralizehk",0.160036
509538,"Oldcat",0.099423
509538,"pathrocknetwork",0.109719
509538,"0% fee - EZStaking.io 100% Slash Protected",0.846415
509538,"0% fees | Validator.run",0.145465
509538,"Simply Staking",0.308205
509538,"Consensus One",0.463819
509538,"Cosmostation",8.079702
509538,"Secure Secrets",0.236244
509538,"SOLAR Validator",0.115821
509538,"commercio.network",0.127194
509538,"Highlander-Nodes",0.333123
509538,"天照☀",0.250956
509538,"Cosmic Validator",0.619987
509538,"kytzu",0.133705
509538,"Lavender.five Nodes",1.217153
509538,"Wave",0.110921
509538,"Klub Staking",0.312930
509538,"studentmtk",0.000027
509538,"Cat Boss",0.201496
509538,"notional-validator",0.674146
509538,"chainvibes",0.235341
509538,"kingnodes",1.774123
509538,"NosNode🔆️",0.446436
509538,"[ block pane ]",0.275089
509538,"Wetez",0.161484
509538,"KingSuper",0.119790
509538,"dimi 🦙",1.434670
509538,"stakefish",3.843211
509538,"Chainflow",0.147962
509538,"tor",0.000030
509538,"blockscape",0.834229
509538,"Sentinel",6.613948
509538,"strangelove-ventures",1.189401
509538,"cyberG",0.151255
509538,"STAKECRAFT",0.077565
509538,"Ping",0.218087
509538,"Provalidator",1.911404
509538,"ITA Stakers",0.896849
509538,"Komikuri",0.011356
509538,"0base.vc",7.577763
509538,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.790122
509538,"Agaram.ai",0.058169
509538,"Fist of the North Star",0.132768
509538,"Chorus One",1.457991
509538,"BasBlock",0.347615
509538,"Validating Chaos",0.497103
509538,"ChainLayer",0.958291
509538,"Centurion",0.051373
509538,"cloverstaking",0.000410
509538,"Chandrodaya",0.061905
509538,"Stakely.io",0.355164
509538,"Figment",3.577923
509538,"Martian Forest",0.000034
509538,"StakeWithUs",0.064413
509538,"HashQuark",0.454991
509538,"POSTHUMAN ✵ DVS",0.290771
509538,"Cryptography🔐",0.000019
509538,"KalpaTech",0.970867
509538,"qf3l3k",0.001028
509538,"SpacePotato",0.743012
509538,"Messi",0.060533
509538,"RHINO",0.236301
509538,"Witval",0.204355
509538,"Chill Validation",0.466856
509538,"web34ever",0.163533
509538,"milkstake",0.574110
509538,"🇫🇷 Crypto.bzh",0.000006
509538,"AUDIT.one",0.224096
509538,"0% FEES | Zoomer Labs",0.000303
509538,"stake.systems",0.122610
509538,"OmniFlix Network",1.206485
509538,"OranG3cluB",0.119548
509538,"windpowerstake",0.000156
509538,"needlecast",0.361337
509538,"deus labs",1.054835
509538,"0% fee - Imperator.co",2.790198
509538,"elsehow",0.493583
509538,"FreshJUNO",1.002165
509538,"01node",0.762960
509538,"Citadel.one",2.842702
509538,"Bi23 Labs",0.710823
509538,"StakeLab",0.232392
511338,"0% fee | Stakewolle.com",0.105659
511338,"SmartNodes",2.174913
511338,"STC Capital",0.334906
511338,"Ubik Capital",0.201782
511338,"Bro_n_Bro",0.575572
511338,"WeStaking",1.250957
511338,"SolidStake",0.030804
511338,"Cros-nest",0.643348
511338,"Cypher Core",0.200108
511338,"CommunityStaking",0.405997
511338,"Inotel",1.267634
511338,"0% fees 🚀 | BlueStake",2.990245
511338,"LOACOM",0.000053
511338,"Crab Shack (ben2x4)",0.934862
511338,"Artifact",0.314324
511338,"Stakecito",1.303969
511338,"Regenerator | Green Validator 🌱",0.246799
511338,"Swiss Staking",3.621561
511338,"StarCluster",0.089063
511338,"Invicta Stake",0.159886
511338,"NodesGuru",0.167247
511338,"syncnode",0.128315
511338,"Disperze",3.352295
511338,"SG-1",8.682639
511338,"Cephalopod Equipment Corp",2.291493
511338,"Stakin",0.492887
511338,"jabbey",0.189751
511338,"Stakers",0.160833
511338,"meow",0.772638
511338,"#decentralizehk",0.159962
511338,"Oldcat",0.099370
511338,"pathrocknetwork",0.109661
511338,"0% fee - EZStaking.io 100% Slash Protected",0.845868
511338,"0% fees | Validator.run",0.148356
511338,"Simply Staking",0.308041
511338,"Consensus One",0.463573
511338,"Cosmostation",8.078154
511338,"Secure Secrets",0.565637
511338,"SOLAR Validator",0.115830
511338,"commercio.network",0.127127
511338,"Highlander-Nodes",0.332946
511338,"天照☀",0.250823
511338,"Cosmic Validator",0.619657
511338,"kytzu",0.133634
511338,"Lavender.five Nodes",1.216510
511338,"Wave",0.110862
511338,"Klub Staking",0.312811
511338,"studentmtk",0.000027
511338,"Cat Boss",0.201389
511338,"notional-validator",0.673788
511338,"chainvibes",0.235216
511338,"kingnodes",1.773210
511338,"NosNode🔆️",0.446209
511338,"[ block pane ]",0.274943
511338,"Wetez",0.161398
511338,"KingSuper",0.119726
511338,"dimi 🦙",1.433908
511338,"stakefish",3.841753
511338,"Chainflow",0.147883
511338,"tor",0.000030
511338,"blockscape",0.833786
511338,"Sentinel",6.612153
511338,"strangelove-ventures",1.188769
511338,"cyberG",0.151175
511338,"STAKECRAFT",0.077523
511338,"Ping",0.217972
511338,"Provalidator",2.228827
511338,"ITA Stakers",0.896508
511338,"Komikuri",0.011350
511338,"0base.vc",6.949211
511338,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.789702
511338,"Agaram.ai",0.058138
511338,"Fist of the North Star",0.132697
511338,"Chorus One",1.457223
511338,"BasBlock",0.347431
511338,"Validating Chaos",0.496839
511338,"ChainLayer",0.957782
511338,"Centurion",0.051345
511338,"cloverstaking",0.000410
511338,"Chandrodaya",0.061873
511338,"Stakely.io",0.355156
511338,"Figment",3.576041
511338,"Martian Forest",0.000034
511338,"StakeWithUs",0.064379
511338,"HashQuark",0.454750
511338,"POSTHUMAN ✵ DVS",0.290645
511338,"Cryptography🔐",0.000019
511338,"KalpaTech",0.970352
511338,"qf3l3k",0.001028
511338,"SpacePotato",0.742623
511338,"Messi",0.060506
511338,"RHINO",0.236175
511338,"Witval",0.204246
511338,"Chill Validation",0.466608
511338,"web34ever",0.163446
511338,"milkstake",0.573805
511338,"🇫🇷 Crypto.bzh",0.000006
511338,"AUDIT.one",0.223888
511338,"0% FEES | Zoomer Labs",0.000303
511338,"stake.systems",0.122545
511338,"OmniFlix Network",1.207136
511338,"OranG3cluB",0.119484
511338,"windpowerstake",0.000156
511338,"needlecast",0.361145
511338,"deus labs",1.055284
511338,"0% fee - Imperator.co",2.788869
511338,"elsehow",0.493321
511338,"FreshJUNO",1.002230
511338,"01node",0.762555
511338,"Citadel.one",2.840993
511338,"Bi23 Labs",0.710445
511338,"StakeLab",0.232274
513138,"0% fee | Stakewolle.com",0.105653
513138,"SmartNodes",2.174414
513138,"STC Capital",0.334865
513138,"Ubik Capital",0.201756
513138,"Bro_n_Bro",0.575406
513138,"WeStaking",1.269198
513138,"SolidStake",0.030800
513138,"Cros-nest",0.650198
513138,"Cypher Core",0.200082
513138,"CommunityStaking",0.406239
513138,"Inotel",1.267473
513138,"0% fees 🚀 | BlueStake",2.989121
513138,"LOACOM",0.000053
513138,"Crab Shack (ben2x4)",0.934743
513138,"Artifact",0.314432
513138,"Stakecito",1.303917
513138,"Regenerator | Green Validator 🌱",0.246767
513138,"Swiss Staking",3.621149
513138,"StarCluster",0.089052
513138,"Invicta Stake",0.159866
513138,"NodesGuru",0.167225
513138,"syncnode",0.128298
513138,"Disperze",3.352294
513138,"SG-1",8.686399
513138,"Cephalopod Equipment Corp",2.291400
513138,"Stakin",0.492824
513138,"jabbey",0.189735
513138,"Stakers",0.160812
513138,"meow",0.772540
513138,"#decentralizehk",0.159944
513138,"Oldcat",0.099358
513138,"pathrocknetwork",0.109656
513138,"0% fee - EZStaking.io 100% Slash Protected",0.845877
513138,"0% fees | Validator.run",0.148337
513138,"Simply Staking",0.308002
513138,"Consensus One",0.463514
513138,"Cosmostation",8.077998
513138,"Secure Secrets",0.565571
513138,"SOLAR Validator",0.115816
513138,"commercio.network",0.127158
513138,"Highlander-Nodes",0.332904
513138,"天照☀",0.250791
513138,"Cosmic Validator",0.619578
513138,"kytzu",0.133617
513138,"Lavender.five Nodes",1.216483
513138,"Wave",0.110848
513138,"Klub Staking",0.312859
513138,"studentmtk",0.000027
513138,"Cat Boss",0.201373
513138,"notional-validator",0.673702
513138,"chainvibes",0.235186
513138,"kingnodes",1.772991
513138,"NosNode🔆️",0.446760
513138,"[ block pane ]",0.274908
513138,"Wetez",0.161377
513138,"KingSuper",0.119711
513138,"dimi 🦙",1.433725
513138,"stakefish",3.816517
513138,"Chainflow",0.147865
513138,"tor",0.000030
513138,"blockscape",0.833680
513138,"Sentinel",6.612834
513138,"strangelove-ventures",1.188855
513138,"cyberG",0.151156
513138,"STAKECRAFT",0.077513
513138,"Ping",0.217944
513138,"Provalidator",2.229282
513138,"ITA Stakers",0.896411
513138,"Komikuri",0.011377
513138,"0base.vc",6.949587
513138,"0% fee ✅ CryptoCrew Validators #GenesisCrew",0.789616
513138,"Agaram.ai",0.058285
513138,"Fist of the North Star",0.132680
513138,"Chorus One",1.457037
513138,"BasBlock",0.347387
513138,"Validating Chaos",0.496788
513138,"ChainLayer",0.957660
513138,"Centurion",0.051339
513138,"cloverstaking",0.000410
513138,"Chandrodaya",0.061865
513138,"Stakely.io",0.355241
513138,"Figment",3.576028
513138,"Martian Forest",0.000034
513138,"StakeWithUs",0.064371
513138,"HashQuark",0.454692
513138,"POSTHUMAN ✵ DVS",0.290613
